X,B cell,DC,Fibroblast,ILC,Keratinocytes,Lymphatic endothelium,Macrophage,Mast cell,Melanocyte,Mural cell,Schwann cell,T cell,Vascular endothelium
15x34,2.0379405,1.5008783,1.4314258,0.9691193,5.84239,1.2808076,1.3343594,2.2227578,1.3762422,0.96360093,4.784579,1.4722513,0.8993211
34x34,0.44001544,0.87148935,1.0786467,0.32954195,1.4287711,0.38608736,0.5263271,0.9482352,0.5700721,0.24577813,1.9008434,0.4727076,0.6485995
19x30,3.6288068,2.4260778,2.7509081,1.5292785,8.561104,1.5415875,2.0061266,3.5120099,2.1806023,1.1572797,5.509215,1.407349,1.3501939
31x35,1.1408529,0.82482606,0.6213142,0.4165309,3.289888,0.74361026,0.66819906,0.86651087,0.7302173,0.44547513,2.3529446,0.35193977,0.94733727
6x22,0.45280322,0.20244952,0.4384162,0.12486275,1.5003374,0.2726714,0.37794733,0.4917054,0.32646808,0.44578162,0.9194491,0.19633405,0.12726265
16x33,4.2029753,3.3599846,3.844181,1.8361758,14.099157,3.0558248,2.41007,4.176029,3.7276099,2.0096908,6.097174,1.8036078,2.2690532
1x27,0.56859815,0.70310545,0.714243,0.36524957,2.7318227,0.5540902,0.661375,1.0129663,0.98450756,0.6172442,2.0726957,0.3490122,0.37856418
23x37,4.0659814,3.1177971,3.4559453,2.3426504,11.802295,2.9382784,3.358092,4.07873,3.591222,1.7658968,6.7954593,1.9383326,2.4772358
7x43,0.4628372,0.30898643,0.5673276,0.20515972,1.6681582,0.26032764,0.19760962,0.46110833,0.28521836,0.24163596,0.75625056,0.2262926,0.40338835
35x43,0.21334055,0.06389675,0.17862964,0.053613596,0.24210642,0.10077805,0.056975156,0.19291914,0.15253033,0.045615107,0.5133256,0.06037284,0.22246972
34x9,0.38459626,0.29093233,0.33674,0.19562064,1.4385297,0.18651575,0.2784521,0.43335956,0.3302884,0.12868105,1.1118644,0.2041298,0.23337987
25x34,2.470077,1.7491866,2.0717013,1.0120723,5.7685404,0.9267625,2.001778,2.894618,1.6012902,0.8668478,3.0624583,1.2513008,1.4450656
25x14,0.10014278,0.14831722,0.10352408,0.056001615,0.7686791,0.10418753,0.15892042,0.24099024,0.24042952,0.0875832,0.6845808,0.049640518,0.09495754
10x35,0.3848724,0.20602189,0.25936827,0.08656754,0.76794404,0.19624043,0.19082013,0.4660363,0.26543772,0.11550199,0.70824176,0.09572815,0.3090671
21x30,1.8375286,1.3015163,1.8588972,1.0633336,7.296643,1.5201433,1.0112966,2.5735328,1.6836963,0.9467798,4.570194,1.248701,1.0804511
30x29,1.2331893,1.0432631,1.1359111,0.40564728,3.321295,0.46051124,0.5064626,1.0923922,0.93198776,0.9303144,2.4114537,0.37041762,1.22674
24x24,0.7585055,0.6671824,1.0338691,0.40097266,3.81941,0.6810288,0.5755927,1.0956861,1.3516183,0.49538743,2.3499572,0.35296014,0.60025525
29x12,0.05456044,0.13692346,0.16484371,0.029134257,0.56486434,0.19789612,0.05291221,0.15336642,0.09906841,0.07761447,0.4311648,0.039594352,0.034189455
39x36,1.2416056,0.4928247,0.6168022,0.28625023,3.0025487,0.25982785,0.33123854,0.8183116,0.54800934,0.24306187,1.6018128,0.40714547,1.0244071
17x34,2.9736428,1.3367198,2.4031591,0.9531705,7.450536,1.3954809,1.9076006,2.7087624,1.9663287,1.3252587,3.9333487,0.7975566,1.2533257
23x30,2.1130123,1.295551,1.6081299,0.76970196,5.4519224,2.3435938,1.1217804,1.9009527,1.2069743,1.0404711,3.3734086,0.7782045,0.94176567
50x1,4.352263,3.6962492,4.698704,2.0500412,12.652917,3.9438007,3.2100236,5.360314,3.9747598,2.9274337,10.369192,1.9758835,2.3978844
20x33,3.3709006,2.3886654,1.8206724,1.531067,9.232855,1.6153103,1.7402011,2.9303691,2.355251,1.2327946,6.601829,1.6056112,2.7928374
16x48,0.95079297,0.9130757,1.3221745,0.59286016,3.1918895,0.6009578,0.8441996,1.2299452,1.3752705,0.4424226,1.9457402,0.65905935,0.54220444
17x38,1.675348,0.9701763,1.345573,0.8372385,5.128659,0.8729243,1.0838314,1.8988297,1.0854179,0.6978416,3.7295144,0.70460707,0.8104426
33x8,0.3008462,0.32726735,0.60500646,0.19901313,1.279061,0.2624892,0.17032196,0.41894692,0.4281365,0.25655144,0.84077084,0.16737531,0.5486433
24x36,0.67518544,0.3339957,0.85032123,0.2777585,2.9900699,0.9271947,0.67530006,0.77978176,0.8080497,0.30559164,1.47757,0.28626233,0.3787114
7x39,0.36085963,0.2540084,0.7599713,0.20330568,2.3874924,0.5704666,0.3507272,0.57065475,0.41768804,0.27964073,2.2498317,0.2724994,0.2938689
30x50,0.53284895,0.38150907,0.94880235,0.51496017,2.401421,0.6317889,0.5842706,0.9601363,0.74740124,0.38706183,1.6019094,0.61985,0.47723725
28x40,2.0151,2.1053696,2.398329,1.4071608,7.6934524,1.5599929,1.5567524,3.1007218,2.5933566,1.6371448,5.6377187,1.2471633,1.2265729
19x36,3.8459268,3.6707788,3.6575525,2.0262,11.725531,3.1167052,2.667906,4.5150023,3.4189699,1.8035406,7.395285,2.042173,2.1617134
22x33,1.5601349,1.6772623,1.4506619,0.6843946,4.6339626,0.7021088,0.6702746,1.5118859,0.8659986,0.5443897,2.0673974,0.64407015,0.81334627
9x49,1.2422422,1.7027739,1.4688143,0.7695289,5.216113,1.1652987,0.8077912,1.5809038,1.745461,0.9328504,3.1620471,0.81083715,1.0443765
24x43,1.2024983,1.0038409,1.4081038,0.6357032,5.6271944,1.9352425,1.2172995,1.9881486,1.2432997,0.8791306,4.249747,0.62634933,0.8613116
5x42,0.18616948,0.16162226,0.3901468,0.17265351,1.6215372,0.2599566,0.22715597,0.5017651,0.5326776,0.25632274,1.3293799,0.117282756,0.18930148
28x34,2.7956004,2.1598644,2.7887983,1.0988822,8.087919,1.5091286,1.7818477,2.9341395,2.0437312,1.272871,4.2816157,1.270703,0.9457008
1x37,1.4309673,1.4706252,2.1009133,0.74561113,6.3032775,1.5349722,1.3832425,1.8455856,1.6556953,1.2556081,3.6475358,0.66757286,1.0123985
43x14,0.3383996,0.017663151,0.05328074,0.018919162,0.09550367,0.018050646,0.01941414,0.06586646,0.02554546,0.020257223,0.15125099,0.04753329,0.010771605
26x43,1.3940524,1.6935496,1.5968622,0.6192849,4.1950808,0.94298446,0.8040937,1.7774402,1.2205929,0.6983035,2.3003628,0.52169985,1.2051122
25x29,2.8486006,3.1860893,3.1558132,1.6531092,8.931495,1.5450547,1.6496735,3.437429,2.511911,1.7373836,5.2802644,1.5216756,1.1861465
31x31,3.3795943,2.2815263,2.9086564,1.4540199,8.293932,2.1115143,1.9590111,3.194547,2.6911533,1.2516766,4.418003,1.2042173,1.5830473
26x40,1.3622999,0.38633016,0.5253929,0.28494567,3.0296524,0.7247087,0.8076976,1.0663308,0.6561249,0.26972693,1.9312527,0.2639624,0.33881974
19x38,2.3555205,0.8522514,1.5401167,0.8515671,5.3112955,1.2554779,1.6428941,1.9206486,1.1211808,0.8498805,3.1262152,0.79051834,0.9058351
15x35,1.4148707,0.6607695,0.7946243,0.6909036,4.949534,0.7243734,0.9909169,1.4948183,0.5847977,0.54689693,2.993941,0.66298056,0.38715982
46x6,0.07011482,0.26464194,0.047518156,0.056186993,0.36002037,0.0508191,0.09424095,0.14623302,0.0537975,0.03754131,0.23359364,0.035547275,0.057199232
8x36,0.023540648,0.04000695,0.019940732,0.016248195,0.18189327,0.011641362,0.014234453,0.08249372,0.06405247,0.019447982,0.09150711,0.013115598,0.009300278
6x25,0.10783665,0.08417082,0.14984828,0.06404982,0.7654564,0.07438626,0.13080259,0.19054559,0.1147337,0.06670459,0.32009393,0.078172825,0.05425536
29x40,3.1360414,1.8214326,1.7251431,1.0562907,8.316169,2.2463226,2.069572,2.5442839,1.9909693,1.1613346,3.9600067,1.0848522,1.8094187
25x43,1.5075808,1.6396147,1.1809603,0.6662346,4.5634117,1.1034793,1.225334,1.7947267,1.8679955,0.98275095,3.4069831,0.5417295,0.80841225
23x25,0.057385318,0.1174043,0.035627317,0.02826087,0.2679976,0.20049563,0.08115588,0.11766544,0.09063935,0.022168256,0.3376671,0.03415926,0.045708977
37x37,2.1366413,1.5795245,2.5489655,1.0848094,7.633264,1.8566959,1.7521194,2.4883728,1.7960876,1.1653754,3.8544414,1.0045534,1.0222836
20x25,0.07280527,0.06901419,0.14004117,0.034899715,0.34261346,0.031659923,0.04040909,0.14613724,0.08953453,0.03191391,0.2141666,0.034111783,0.03348569
30x30,2.6394374,0.9712983,1.5047075,0.86845183,7.128493,1.438444,1.2382164,1.7396591,1.1217843,0.9697779,2.5565376,1.3996456,1.2792357
31x33,5.2974324,4.731146,4.3722696,2.6267762,18.399881,3.7417977,3.144943,6.4850707,4.6806583,2.604162,9.000611,3.0820918,2.9691143
29x35,0.9859205,2.6381152,1.3031473,0.6765838,4.659301,1.1611471,0.7063823,1.1165671,1.2596822,0.8163569,2.8118727,0.7429517,0.9349499
18x31,1.7389648,1.1039085,1.0827309,0.4077536,4.6309624,0.96995306,1.4126148,1.456537,1.3569906,0.65353215,2.5497742,0.44145176,0.7349489
50x10,0.5216742,0.48448226,0.9970418,0.2695751,2.190683,0.5786623,0.4054585,1.008262,0.8710998,0.30494615,2.335626,0.3643945,0.29822323
44x13,0.3738101,0.04569767,0.27810073,0.1384603,0.30896613,0.11604512,0.04421983,0.20443952,0.22460079,0.27718666,0.2990324,0.07509066,0.083077505
28x37,0.70752513,0.3878219,0.48915628,0.27160755,1.9277543,0.5855382,0.30125645,0.5010144,0.5337259,0.20365818,0.6788687,0.33157596,0.22548732
19x40,3.4954379,1.5864214,2.776936,1.203972,8.701799,1.5858898,1.5495667,2.7645457,2.5532844,1.3693202,4.7293534,1.2414987,1.9531748
10x49,0.81454116,0.4069248,1.0627797,0.33958513,2.8474932,0.6849239,0.43382525,0.9934207,0.66786504,0.47080952,1.516248,0.30568802,0.5323765
19x39,2.0009284,1.1494691,2.2092464,0.94897085,6.1869316,1.5375152,1.6506279,2.6626868,1.3446243,1.4182365,4.205279,0.9719924,1.182313
29x30,2.0500429,1.0906721,1.9870721,0.8327007,6.7916446,0.7690118,0.90882844,1.8546699,1.1168567,1.1860833,2.9865453,1.0738698,0.94676554
4x41,0.48599496,0.458689,0.59780693,0.4958614,2.8335414,0.63117325,0.69542426,0.8086836,1.2008406,0.38199204,1.8904951,0.3234632,0.64146626
4x35,0.5954708,0.56180733,0.53901815,0.24218968,1.943138,0.2739242,0.40075812,0.7614361,0.50484294,0.1719231,1.4169368,0.2822879,0.42424482
30x33,5.5245113,2.8464966,3.060856,1.7445762,11.52479,3.1515894,2.340095,4.4040976,3.4807334,2.0105386,5.9039655,1.8512008,1.3344107
21x33,2.8069053,1.4978992,1.7079793,0.98122454,7.2833376,1.1509457,1.1299393,1.8803941,1.764198,0.8716984,3.3437996,0.7605781,0.8615671
27x39,2.036718,0.9632205,1.3278847,0.7049802,3.9830701,0.8011045,1.033894,1.6833465,1.2091137,0.8367617,4.0801973,0.7126231,1.1487917
22x29,2.1629295,1.6250492,1.6888651,0.89153194,6.2110395,1.6251029,1.2323085,2.0072377,1.4100733,1.5509937,3.5764797,1.2281923,1.9407325
46x49,1.9880352,1.2508776,2.1267035,1.1817238,7.163137,2.0249043,1.3367,2.866387,1.7738899,0.92751956,4.18637,1.108713,1.0700266
26x34,1.9808017,1.587307,2.352248,0.5496621,4.941035,1.3105749,0.89329886,1.9599916,1.5477638,0.7492956,3.1537275,0.55907625,0.7099414
26x42,1.192161,1.5055155,1.3057256,0.5892586,5.141743,0.8309974,1.0768477,1.3663954,1.0430717,1.1216686,2.7660203,0.5238777,0.49633318
16x15,0.090390585,0.078819074,0.17432903,0.04898544,0.5147652,0.058793727,0.067720465,0.1581782,0.25514963,0.05457461,0.28587657,0.058632273,0.033120453
28x42,2.2926917,1.7331492,1.9046471,0.55613965,6.378165,1.7013981,1.0930693,2.053105,1.2274607,1.0350136,2.608958,0.5695749,0.8820571
23x43,0.78504205,0.78063685,1.4270428,0.6184505,2.9741175,0.9884484,0.49911782,1.3907121,0.56802267,0.32253182,1.6939781,0.5269926,0.39105114
34x35,1.1074975,1.3828335,1.1010805,0.64317113,4.240183,0.770215,0.83542395,1.7511799,1.123987,0.57894915,3.7296414,0.61994755,0.59455365
35x33,1.6328293,1.4476148,1.6066682,0.7759054,8.074891,1.3972262,1.6988338,2.038531,1.7255131,1.0332283,3.915959,0.601534,1.2598507
26x28,3.0775435,1.5982046,1.6179261,0.5780924,6.335577,1.4811144,1.1476386,1.6955181,1.7933059,0.7217519,2.369593,0.6703668,0.8028297
18x39,0.7200143,0.55041283,0.7986259,0.3963145,2.4406734,0.7100944,0.5410821,0.6648759,1.0996225,0.26442394,1.9026479,0.41531435,0.36327907
27x23,0.13004453,0.11693637,0.05644463,0.045455985,0.864704,0.04390776,0.08765396,0.20316538,0.08799252,0.06542287,0.79201716,0.04893396,0.0459638
36x32,2.5090666,1.879738,2.176507,1.2802292,6.857061,2.3505323,1.6774688,2.9677784,2.3584328,1.3135594,4.72677,1.0751183,1.3205435
37x32,1.2081572,0.8221926,1.4464979,0.5430331,4.5658717,0.7767414,0.5977753,1.5812626,1.1179332,0.74334264,2.98557,0.4424456,0.47967392
30x41,1.3305532,1.9123895,1.8533092,0.8626972,5.846548,0.86713696,0.6874012,2.0650291,1.4788135,0.5731365,3.3985584,0.8435929,1.0421724
18x35,0.7497645,0.8143057,1.1515191,0.3971897,4.152179,0.793669,1.2332077,1.218375,1.317456,0.66543084,1.9115102,0.35295612,0.81649697
18x38,2.2243052,1.7080593,1.8760563,1.3178974,6.1243916,1.947579,1.6483581,2.9907637,1.9898828,1.0797181,3.9853673,0.92124784,1.2322087
1x22,0.3490511,0.22118326,0.7345402,0.1075394,1.1805476,0.22135258,0.16669881,0.46369687,0.28633434,0.12831599,0.6376737,0.15882698,0.09425529
27x33,3.7334971,3.505367,2.703694,1.3840957,10.166053,2.2900367,2.1144593,4.276247,3.3074944,1.4745908,4.733709,1.3005927,1.6873949
11x50,2.043442,1.8292294,1.9959992,1.2514082,7.6630583,1.8051366,2.1107683,3.3288023,1.8415147,1.2424849,5.1347623,1.2828224,1.7485269
30x40,3.5378506,3.0189598,3.0598884,1.732009,10.166628,2.4006019,2.2389474,4.0357795,2.6553802,1.8871188,5.073847,2.2066023,1.4148661
29x24,3.4184334,3.296026,4.0779963,1.848037,11.297435,2.5205255,2.6730554,3.8167555,3.508436,1.9595832,7.269501,1.9360144,2.2431374
31x41,2.374701,1.1481797,1.9546883,0.59878874,6.6587667,1.0873852,1.1162605,2.2578967,1.7132119,0.77284306,2.6084514,0.8052425,1.1972224
1x26,0.43675187,0.6052037,0.66715455,0.2589563,1.8834316,0.23683628,0.26319405,0.67842066,0.56183404,0.2702165,0.9486284,0.36507574,0.26721978
26x19,0.6106848,0.57615393,0.23631255,0.25161836,1.3283823,0.23859285,0.21594572,0.40918192,0.28841594,0.12435356,0.9475545,0.18008617,0.26566237
29x38,0.7940232,0.6825452,0.6693206,0.35696945,2.4611402,0.45184883,0.51313007,0.9950524,0.81168306,0.51752174,1.6892278,0.39555684,0.5009528
49x12,0.022434542,0.05059704,0.06667486,0.022762941,0.31305325,0.21500757,0.0701544,0.09346669,0.20880014,0.019982077,0.16725914,0.025873909,0.043768805
40x12,0.3150128,0.05141622,0.067459404,0.046543892,0.27751404,0.02913249,0.07274426,0.12492572,0.05614088,0.03614785,0.17611302,0.052178405,0.03539381
39x33,0.43133217,0.092347585,0.15281981,0.043372255,0.5660985,0.21961208,0.09163844,0.2555192,0.14276697,0.052658826,0.42508548,0.043333534,0.053194106
37x39,2.2065566,1.4301634,1.4071078,1.0309689,5.7063994,1.3807808,1.181772,2.2978692,1.5444621,0.721983,3.4395702,1.0688591,0.97217256
29x27,0.28480124,0.31957906,0.2547609,0.19636181,0.80730987,0.17809978,0.21287279,0.29647765,0.21760406,0.8820289,1.0744383,0.19387972,0.29650208
23x31,1.4082291,1.1559931,0.8584334,0.3417985,3.2987273,0.6716327,0.47589588,1.2596389,0.5751295,0.5376029,2.6251538,0.3903051,0.4424356
24x41,0.76725525,0.5846396,1.1479133,0.34098762,3.4985774,0.5476212,0.6318491,1.1679062,0.8592411,0.56618714,2.0615706,0.31780106,0.6342812
28x39,1.8157899,1.0674211,1.473993,0.9983654,5.328588,1.602751,1.1786642,2.091612,1.440391,1.0879049,3.5720446,0.9476454,0.9910258
32x28,0.19443868,0.053774443,0.20028569,0.10631089,0.48998827,0.24732874,0.06716506,0.36581323,0.18840043,0.19819908,1.3653725,0.088564895,0.085193925
25x38,0.3878377,0.5491399,0.20786919,0.33232984,1.3654145,0.46187556,0.18824531,0.48285124,0.1411708,0.2498957,0.8427708,0.23426934,0.27722207
18x33,1.6983348,1.2139497,2.0535378,0.6595162,5.7823324,1.3219161,1.1341919,1.702709,1.5896817,1.1240339,3.2834077,0.68846494,0.7294054
16x29,0.45318827,0.14724734,0.22001415,0.17246729,0.86314315,0.21116422,0.33065885,0.41391847,0.23142588,0.2630618,0.91925275,0.19840254,0.16112153
31x36,0.9456282,0.71022147,1.4057062,0.308756,3.3616438,0.38644493,0.4524509,0.8368741,0.75190085,0.75822717,1.8096577,0.33322653,0.67746216
37x5,0.30704597,0.41474864,0.56000626,0.18080668,1.1494818,0.23017226,0.21849203,0.66252047,0.3642112,0.36382413,1.0522377,0.2250905,0.17083396
3x33,0.37971362,0.1130783,0.58232087,0.13963935,1.0180146,0.1533312,0.095961,0.5681029,0.6253777,0.082984455,0.5760879,0.14257842,0.11752855
31x30,3.86299,2.708778,3.631914,1.6386573,10.36067,2.5511947,2.30814,3.7702413,2.2843626,1.8704296,6.078428,1.6992182,2.3078983
25x33,3.5486,3.2339842,2.2492647,1.4456356,8.8043375,2.4746108,2.3081565,3.4558027,3.1949124,1.6570828,5.6940894,1.5746659,1.9466468
32x30,0.1461196,0.48034626,0.533644,0.12831381,0.9034301,0.13530019,0.24054642,0.42122605,0.21441898,1.3320826,0.90192485,0.14631516,0.26797497
28x50,0.7410055,1.1322473,1.0769871,0.46689463,3.4391751,0.6850079,0.9493991,1.3704822,0.74706906,0.38234827,1.980433,0.49096486,0.85919315
18x44,0.12468391,0.14542222,0.35387105,0.07403964,0.66098166,0.17819427,0.16938876,0.40191174,0.19290516,0.08792234,0.5403868,0.094423376,0.18364787
43x38,0.063737206,0.03234517,0.027541837,0.04696679,0.17133477,0.078842446,0.06008189,0.1282841,0.049205363,0.0169227,0.18877731,0.025845531,0.067173906
24x27,1.3405358,0.5807318,0.7093584,0.2997432,3.649457,0.42173737,0.51593345,0.7709916,0.74790984,0.464201,1.5602516,0.29068717,0.3240593
1x33,2.2085724,1.4299444,1.2129788,0.7783908,6.0368924,0.989752,1.1182983,1.6875086,1.449093,0.9437235,2.7259347,0.8017612,1.5870961
34x32,3.6819506,2.3275685,2.7915792,1.2529213,10.585872,1.9502461,1.4898739,4.031014,2.2802265,1.2467862,4.816914,1.4562136,2.351074
28x33,3.4361916,2.6734707,2.9070835,1.6835161,11.289177,2.4034023,2.4479861,4.2991285,3.4824605,1.7112383,5.511594,1.5598096,1.397831
20x35,0.9278282,1.8205694,1.0381912,0.75879645,4.7611957,0.6627395,0.7167592,1.1982225,1.2701404,0.92532647,4.4588017,0.65498537,1.1270204
30x28,0.17173111,0.1762789,0.18853493,0.06591983,0.97433287,0.1458651,0.075264946,0.25689572,0.16246238,0.21500792,0.89193785,0.072818585,0.27534166
31x13,0.55110496,0.19002035,0.95015645,0.1950963,2.5426927,0.39344296,0.2591307,0.5758712,0.42613462,0.23923528,0.8360753,0.2098038,0.36112577
33x31,0.19740555,0.16798829,0.23761165,0.19550166,1.4230883,0.22601634,0.19606969,0.31239322,0.17568241,2.452934,0.88367397,0.13706939,1.0985225
20x37,4.5428095,2.9335275,4.472911,2.2097318,12.06383,2.8269153,3.0859494,4.1982446,3.4448776,2.2789068,6.337803,2.1064384,2.3547707
28x31,2.5614867,1.6929101,2.5073705,0.7833783,6.857019,1.1972518,1.2107612,2.0887563,1.7309182,0.9760717,3.3811562,0.76630795,0.9576222
17x49,0.522506,0.32763508,1.1422817,0.2658977,2.4961507,0.34779388,0.25005126,0.7553608,0.62536234,0.2633505,1.2377499,0.21530046,0.22197177
20x29,3.799817,2.543077,3.232444,1.4253004,11.212875,2.1798244,3.0778496,3.5108569,3.1376507,1.8715943,6.5226107,1.4817731,1.5376136
8x47,0.9800568,0.75677097,0.9547249,0.37322003,2.8284507,0.7089969,0.4374423,0.8245824,0.68597203,0.42398947,2.6847756,0.392552,0.5155173
23x33,1.3581314,1.1552885,1.8232107,0.85857695,6.664892,1.345091,1.5602001,1.4717131,2.0374832,0.8432367,2.8607843,0.7525806,0.84106255
49x1,1.1944445,1.0009335,1.4511658,0.8122753,4.7239313,1.5001466,1.1825657,2.0858333,1.596753,0.9550429,3.707314,0.6468086,1.1718918
32x31,1.9666053,1.0366861,1.814402,0.6861867,6.271994,1.007473,1.0697285,1.8804893,1.1311271,1.0913665,2.8153324,0.9688709,1.0233046
22x8,0.13570505,0.16954038,0.14129394,0.17305857,0.5053351,0.10857185,0.17601408,0.31601125,0.14357495,0.09563665,0.31072256,0.10301145,0.48202375
18x30,3.1836567,2.754195,3.2833462,1.7950345,10.318479,2.4912388,3.165943,3.49874,2.3922825,1.7922263,6.8283267,1.8036678,1.2888752
36x40,0.2156668,0.1585633,0.19965923,0.08169908,1.5151378,0.120080605,0.19187246,0.30886114,0.24996886,0.1006037,0.6422315,0.08855954,0.14852232
23x36,0.34083176,0.41314864,0.33989972,0.36423498,1.6214875,0.14340922,0.535891,0.44875783,0.49103406,0.27087364,1.0385282,0.22608766,0.34075606
33x41,2.2427888,1.6508274,2.1597357,1.0228535,7.2182956,2.1683419,1.8195192,2.2966447,1.5299666,1.0302918,3.6179998,0.91034204,1.774486
28x24,3.097865,1.8251815,2.6688612,1.3644395,8.240795,2.1157315,1.6030856,3.2066321,2.2477531,1.635712,6.192389,1.1933988,1.7908776
9x40,0.33841693,0.14608677,0.22933154,0.122337215,1.4895867,0.11004272,0.38558272,0.34113467,0.5117927,0.20516351,0.98866177,0.11908033,0.38177127
38x35,2.9976227,1.9766375,2.3698518,1.1864433,7.1436663,1.2310174,1.3463669,2.1097448,2.1907022,1.2849329,4.328827,0.9447486,1.5200535
25x28,2.927098,2.5734434,3.6250255,1.1904359,9.052211,1.6406039,2.308722,3.2553468,3.00777,1.4969357,4.510858,1.3978455,1.8986733
21x34,1.3417333,0.7007009,0.99638057,0.4617626,4.8414936,1.1194178,0.78826034,1.0046436,1.0701665,0.5504013,2.0613515,0.41919854,1.4208459
25x36,2.1801455,1.5388247,1.5429481,0.80290484,6.4167476,0.9881199,0.86725307,1.7192574,1.2518781,0.77644646,4.012489,0.7891735,1.2171372
12x50,0.8883145,0.78359693,1.2399188,0.3840343,4.124319,0.5192175,0.846407,1.0627788,0.98586065,0.4490446,1.7999485,0.33983767,0.60787445
29x25,0.22262625,0.09737535,0.109086215,0.046727788,0.9284565,0.111258954,0.14265013,0.19943534,0.13965312,0.07455795,0.28655386,0.06532648,0.06090062
34x40,5.907076,4.901476,5.069845,2.5722713,15.529354,3.3748484,3.1615858,5.994677,4.209715,2.7046154,8.739937,2.579043,2.3955665
14x48,0.7839425,0.39601654,0.79404664,0.39718482,3.5105765,1.438096,0.65333754,1.1461924,0.86091053,0.6839971,1.7211283,0.42287213,0.5000856
47x5,2.4592237,1.5916498,2.6919277,1.0109559,6.3611794,1.4902272,1.6872971,2.5100832,2.0972295,1.1620296,4.4705205,1.0041946,0.9733867
29x33,2.4988496,1.1763824,1.4234346,0.74690145,6.75467,1.2457517,1.9765835,2.9906986,2.4765208,0.9521528,3.3255694,0.86514074,0.81329495
30x24,3.2240732,1.5219499,3.0783095,1.0360216,8.105311,1.3675076,1.713215,2.7823524,2.1612194,1.2432697,4.5909767,1.0603001,1.5342715
4x42,0.20825398,0.14677069,0.21638861,0.16856682,1.7333418,0.3532182,0.30338034,0.5079424,0.4835313,0.14807366,0.7821309,0.15756384,0.15009013
1x20,0.39349836,0.6092924,0.49911913,0.1625671,1.5571274,0.12984164,0.22671585,0.44668424,0.3041741,0.1729777,0.93178207,0.19404411,0.13522209
32x41,2.4562008,1.253318,1.9504333,0.73612016,5.9914618,1.5132717,1.0212191,1.9982208,2.0546126,1.6950397,3.1571755,0.63514185,1.1666708
33x32,1.5495127,0.5134886,1.1892809,0.42634872,4.1361313,0.8884431,0.6850143,1.4610112,0.8858257,0.54876184,2.3638349,0.43462184,0.5141175
46x3,0.42990056,0.35424736,0.6553308,0.30591804,1.4819804,0.2885596,0.6171559,0.8064745,0.6571162,0.32283056,1.6473148,0.29630595,0.5599083
24x29,3.2868507,2.780385,3.3955035,1.7015834,10.072988,3.3653133,2.5510077,4.2822146,3.1465118,2.1576433,6.329154,1.5427536,2.2475204
45x15,0.031224983,0.065513566,0.106747665,0.032503024,0.57494503,0.03754454,0.06982685,0.10546826,0.050349135,0.08962113,0.19120347,0.028150309,0.036267273
19x29,4.1951118,3.3178275,3.6001325,2.9438586,13.808811,3.3721464,2.9431176,5.2033854,4.188967,2.8007202,7.0732136,3.4583914,2.6561618
33x33,3.02923,2.6225216,2.7768087,1.0769362,10.067629,2.4069839,2.366722,3.7004592,3.0274584,1.1872711,4.6736474,1.0259138,1.2445499
23x35,2.6014433,1.5515139,1.9827793,0.95461047,5.8703327,1.541186,0.8515644,2.1647518,0.9425765,0.9776327,3.547904,0.89526516,1.5983989
31x40,2.3310578,2.502653,2.5383122,1.4281847,8.472117,2.0809972,1.639806,4.127509,3.0350776,1.594441,5.264608,1.5393281,1.2357532
1x31,0.6110646,0.5518874,1.1275114,0.20844477,2.651264,0.22041368,0.61860675,0.53208166,0.24958956,0.14536718,0.6706535,0.1463162,0.17451017
21x50,0.2278347,0.3450356,0.59755385,0.16600533,2.2593184,0.3615964,0.27313018,0.68083674,0.36298266,0.5858606,1.3664224,0.19985361,0.1632567
47x4,0.18971615,0.24845874,0.23305479,0.098678574,0.74580044,0.16313705,0.17990565,0.3136939,0.15799432,0.106369555,0.8857238,0.11540659,0.1428776
50x4,0.43133917,0.26826924,0.4891237,0.25896522,1.3592619,0.32767463,0.32786593,0.8214155,0.94239557,0.16443421,1.238606,0.23607388,0.4764827
30x32,1.7518424,1.1098586,1.4319433,0.69908935,5.8365707,1.1776512,1.132556,1.8542719,1.0435673,0.5721414,2.2257817,0.6347093,1.1138108
1x28,2.204057,1.414759,1.7795017,0.6591062,4.951033,1.3928546,0.88647676,1.6237576,1.7325839,0.9883067,4.0281157,0.7322792,1.1360453
48x5,0.18589939,0.19284545,0.25808457,0.17508489,0.7328292,0.27928856,0.21296224,0.26939812,0.2377438,0.06643758,0.33138013,0.17924213,0.17188
23x29,3.2415931,3.7072892,2.9853842,1.8845562,10.479367,2.8075314,2.5440423,4.1233096,2.826985,1.9914294,6.8123746,1.9066181,2.164043
50x15,0.07026315,0.1554238,0.17107502,0.050461873,0.4765997,0.03601043,0.06946294,0.19311073,0.105503656,0.056238633,0.43279743,0.077585556,0.022876922
27x34,3.2060087,1.9523929,1.4640799,0.92806864,6.630043,1.3694254,1.2746431,2.1973207,1.5139459,0.8750288,3.869578,0.9031102,1.086225
35x29,0.10449433,0.058441676,0.15687072,0.07063467,0.5879427,0.13043521,0.17842571,0.2987061,0.2418789,0.0719079,0.7467786,0.06583899,0.03658643
16x38,1.5062081,0.9810895,1.2943556,0.6360624,4.452299,1.6388372,0.6942192,1.542273,1.1027001,0.638193,2.7829492,0.6610383,0.8330481
