X,B cell,DC,Fibroblast,ILC,Keratinocytes,Lymphatic endothelium,Macrophage,Mast cell,Melanocyte,Mural cell,Schwann cell,T cell,Vascular endothelium
38x2,0.11223476,0.16741379,0.30301046,0.10463072,0.36124745,0.13504635,0.07598566,0.24878937,0.18970527,0.0856011,0.80884963,0.08429871,0.05827174
46x39,0.04434244,0.16444944,0.05928184,0.042587213,0.48484248,0.05210405,0.081150174,0.13865794,0.09487828,0.045284957,0.18340564,0.037037816,0.02554266
41x33,0.11893962,0.067582704,0.052024104,0.04595491,0.8236139,0.050887737,0.1396215,0.16989581,0.10001546,0.054362815,0.17580578,0.036610425,0.058068328
16x40,0.23061585,0.14754267,0.1850929,0.19502877,0.8434662,0.27491486,0.18611605,0.42358127,0.15561728,0.10843138,0.7639922,0.15196571,0.13758889
33x29,0.5302848,0.22920132,0.62427497,0.28861284,2.2000473,0.66101086,0.5285923,0.65564036,0.5460501,0.3863373,1.953869,0.31919926,1.2812355
31x27,0.19773117,0.2022648,0.11853501,0.08654634,0.5910495,0.13346662,0.07391675,0.19603562,0.09989395,0.18348916,0.513461,0.09689399,0.113814615
21x41,0.77101064,0.44352913,0.6733916,0.4698191,2.9845283,0.50842506,0.72018707,0.8057366,1.0217031,0.27895957,1.5192997,0.31272712,0.32871053
23x39,1.0272574,1.0111784,1.1618379,0.48857886,3.6663063,0.6665063,0.9582972,1.5814852,0.87818515,0.52904147,2.5947876,0.5664399,0.5634697
24x42,0.8466857,0.8606203,1.0357045,0.5498136,4.0978727,0.67208,0.69794005,1.4944292,1.2921796,0.47443116,2.5559056,0.49811137,0.66426355
11x32,0.08612349,0.18122794,0.09083955,0.067802355,0.36956212,0.053131476,0.06318484,0.15579651,0.30712235,0.09307181,0.28472728,0.06375617,0.03213083
21x42,0.19073693,0.34980693,0.32912737,0.28021368,2.3328805,0.6002997,0.23687029,0.524502,0.58086747,0.14003009,1.1567931,0.15171163,0.16689026
16x35,1.8701506,1.2325702,2.092112,0.83478373,6.276199,1.3515347,1.6462301,2.5258164,1.7708846,1.2196264,3.9982367,0.8385146,0.9915211
41x28,0.04163137,0.042674735,0.041334696,0.040645517,0.5125017,0.0931197,0.041151278,0.15776406,0.059228305,0.032261055,0.19329722,0.038306016,0.03348101
13x15,0.0473838,0.08384048,0.12066311,0.056840293,0.22590166,0.07855282,0.12686385,0.1324528,0.08273479,0.08736278,0.3795743,0.04484535,0.22707553
5x39,0.25870007,0.331225,0.21962045,0.10993006,0.8028499,0.17006943,0.28582567,0.34347636,0.36581895,0.1980823,0.55611074,0.113154,0.30033118
28x9,0.37872997,0.15758984,0.21925355,0.050444253,0.6963187,0.06108397,0.11580341,0.20976229,0.17109007,0.04883323,0.3752679,0.05240084,0.029119516
38x25,0.12731296,0.19014554,0.2215338,0.10017271,0.8568533,0.08735152,0.10176706,0.2642111,0.13546413,0.13959375,0.6409859,0.09842874,0.05540674
10x46,0.45668033,0.5552625,0.78321636,0.25148422,2.5589032,0.48707253,0.41804966,0.6813509,0.3394101,0.21753314,1.2560182,0.20954295,0.57462627
21x35,1.3530903,0.8612796,1.0495757,0.63628006,4.2278314,0.52872074,0.678432,1.1191341,1.1343029,0.80685467,2.661642,0.6571728,0.369493
29x46,0.15185836,0.027891904,0.026423248,0.034713972,0.39291474,0.11823485,0.045255754,0.13020647,0.15234338,0.036345456,0.23724382,0.041124858,0.07819475
14x49,0.28711486,0.116633795,0.19026706,0.13835123,1.3003608,0.19118527,0.10257713,0.4796428,0.43635678,0.10931913,1.0481639,0.14038879,0.088318564
23x27,1.8490149,1.8887082,1.9053702,1.2448124,6.5248194,1.5826219,1.4793998,1.9640625,1.2077605,0.72013146,3.9369369,0.995459,0.8276438
35x39,1.6387019,1.3349813,1.8858476,0.9147247,5.1819963,1.4843488,0.9210245,1.6245561,0.934496,0.840968,2.7794046,0.73977035,1.0972633
24x30,1.575173,2.0794623,1.4913961,0.8635301,6.2007365,1.1826848,1.887594,2.7648447,1.3423727,0.9183625,3.2734778,0.92365164,0.67384887
19x34,1.1769668,2.1373544,2.6295602,1.0309522,6.013047,1.3188671,1.692352,1.9699006,1.8538492,0.93090105,3.239502,1.0076504,1.3387713
37x2,0.087479636,0.04946222,0.26361912,0.044014677,0.56706744,0.06531001,0.031030968,0.13219143,0.07396497,0.044297423,0.27952498,0.04411792,0.06732828
11x49,0.6642423,0.40841702,0.6488015,0.28639936,2.548952,0.20579444,0.26352695,0.7924245,0.48709476,0.20277907,1.6696641,0.26909408,0.35090294
26x30,1.6572765,2.3421812,1.402397,1.0312814,5.369274,1.2077079,0.804419,2.0780988,1.1775849,0.7372315,3.1562095,1.3730834,1.0160344
35x15,0.1430222,0.38410696,0.286208,0.119491085,0.7075666,0.12342572,0.09860868,0.32460487,0.21833421,0.060435303,0.60238826,0.08822912,0.044895142
32x7,0.25763285,0.05509826,0.03991131,0.030905422,0.5018351,0.04930457,0.038687486,0.14768617,0.050357576,0.02873507,0.13891898,0.029686244,0.033871848
31x32,3.7700517,3.3106318,1.9691943,1.0698345,7.751642,2.063123,1.4846901,2.987067,1.9958868,1.6700789,4.7530236,1.045545,1.5481472
21x38,1.4866775,1.4084488,1.5139499,0.7480314,4.7301693,1.3118211,1.4720054,2.009404,1.2323861,0.86704427,3.2785137,0.86067605,1.2413733
33x5,0.1919765,0.16403957,0.33951402,0.18357308,0.77319914,0.11535346,0.15157667,0.4004325,0.16798417,0.089015506,0.38487262,0.14161827,0.12554416
24x34,0.78540313,0.36385188,0.9588974,0.20555855,2.7315717,0.51625353,0.6135183,0.62222767,0.5281019,0.4994901,1.6664746,0.28901955,0.5269231
23x9,0.33431736,0.33283463,0.29578042,0.25609136,1.7020936,0.4556242,0.22433828,0.55466235,0.2965879,0.15645391,1.0218439,0.11531395,0.19569595
9x48,1.611575,1.2165828,1.0965275,0.6669,4.209439,1.1408807,0.69882894,1.2621115,0.68938094,0.6470306,2.3464859,0.54795086,0.7028613
7x21,0.3010932,0.18825985,0.17430736,0.10076761,0.77052283,0.23356467,0.20190087,0.30458802,0.14112052,0.1313759,0.7860417,0.08866939,0.21300128
27x28,0.3791753,0.43524197,0.5146469,0.22339945,0.9429815,0.4690878,0.21575253,0.52894074,0.21808621,0.30298066,0.9837796,0.21164551,0.30445427
17x35,2.103977,1.1260829,1.2852662,0.58420986,4.9815707,0.94461375,0.9965652,2.0511332,0.97562647,1.0461856,2.7775495,0.6297793,0.88964415
20x15,0.027182257,0.2224225,0.01889956,0.024077997,0.23227435,0.017631002,0.055520263,0.14736155,0.041095175,0.016397912,0.1960372,0.03410698,0.01163478
25x32,1.0631741,0.9142304,1.1876535,0.45260736,3.766919,0.5827643,0.42659047,1.2780236,0.9114372,0.806009,2.3069637,0.5332084,1.0269566
41x24,0.36532217,0.18995745,0.1467225,0.061273605,0.9782786,0.17383765,0.100915864,0.2727862,0.12983295,0.21927066,0.5398472,0.0787407,0.10884672
16x31,0.17569506,0.08941038,0.17058918,0.07594371,1.264222,0.15651524,0.15732385,0.20236626,0.17410822,0.08643572,0.41919976,0.07318512,0.16368808
26x9,0.15141173,0.035747226,0.02176071,0.029304022,0.33299327,0.07904002,0.1769939,0.083192095,0.050624296,0.017986063,0.13802545,0.032545198,0.043444935
9x20,0.3973848,0.38150087,0.3909003,0.19067699,1.857307,0.4098485,0.5880734,0.5103558,0.55376315,0.18788768,0.87465686,0.29767284,0.6660593
29x49,1.0950702,0.37885618,0.5881723,0.39342734,2.5187087,0.48885733,0.8116185,1.035188,0.5191694,0.3530019,1.5108901,0.46350333,0.73915386
10x50,2.2667575,1.0738218,1.4603525,0.776992,5.540612,0.9522744,1.46189,1.97236,1.6731117,0.78708774,3.8288934,0.7625313,1.3979617
38x34,1.2220999,0.38636193,0.72790545,0.3797206,3.6568668,0.41875294,0.5872772,0.9870939,0.7435571,0.5407696,1.8511087,0.32976428,0.43468124
31x19,0.123314105,0.07342564,0.092438966,0.102448955,0.64059144,0.11808621,0.06655028,0.30164725,0.20483248,0.06752552,0.7861818,0.10514142,0.07342702
19x28,0.4623613,0.4973325,0.532475,0.23429963,2.6880524,0.51024926,0.24480224,0.56608516,0.5695106,0.23068944,1.754584,0.20959838,0.2347462
37x34,2.3677714,1.4544101,1.7838242,0.7519515,6.42065,1.5093354,1.4057225,1.9772617,1.2356081,0.8578271,2.5276773,0.656144,1.0069957
12x42,0.24134037,0.1969643,0.447357,0.1865127,1.6887982,0.1386784,0.1213633,0.44110307,0.3055318,0.16756636,1.2028108,0.2895225,0.12415164
9x47,1.6871675,1.1003263,1.295425,0.77548873,4.9375224,1.0688379,0.99668896,1.2582175,0.77386916,0.78493077,2.4557133,0.6695852,0.86096066
19x10,0.025281148,0.021819057,0.011555417,0.024956737,0.10273805,0.010324454,0.013859242,0.08236327,0.051519826,0.056157343,0.118825436,0.020561099,0.0060792305
37x7,0.20206165,0.0808154,0.20307192,0.11006112,1.0003313,0.14794998,0.09133148,0.28866985,0.11267597,0.06291489,0.46796468,0.08780345,0.181668
23x34,1.1624477,1.3563685,1.2955235,0.46970046,7.9101043,1.1280905,0.689099,1.2303815,0.8403157,0.70476735,2.0728474,0.5884392,0.8239608
37x31,0.45051464,0.11108069,0.37221494,0.0941164,1.6940976,0.092853755,0.21230271,0.25713664,0.26408076,0.07282916,0.46344122,0.1332107,0.16003042
35x28,0.16259386,0.16761605,0.3375545,0.1116036,1.3834238,0.25389388,0.19785634,0.3075329,0.22313541,0.1420532,0.72141504,0.09859439,0.113285035
25x42,1.4585412,1.05171,1.4477485,0.7760754,4.67472,0.8716124,1.1803554,1.6881893,1.4147139,0.62226665,3.4804935,0.8692232,0.6463865
26x15,0.088274665,0.05080038,0.18383837,0.04302855,0.3269948,0.10091578,0.053610403,0.14705294,0.1154693,0.070844136,0.550175,0.051501773,0.045893777
25x37,0.55553323,0.43718955,1.1013644,0.31228074,3.7492118,0.61407524,0.43314114,0.8849939,0.55533725,0.36291966,1.3326253,0.2640944,0.38974577
50x49,1.187891,0.5476093,1.1550744,0.33992162,4.0605464,0.72946775,0.83457506,0.9075567,0.95107347,0.449342,2.2633982,0.3702624,0.63382876
33x6,0.043430574,0.02093107,0.051548924,0.015866721,0.19205762,0.015910825,0.014821488,0.08955903,0.036802825,0.011025499,0.1543586,0.013206338,0.009320335
17x29,0.1569388,0.15501527,0.37497544,0.12661877,0.8647245,0.1441834,0.18621324,0.4426121,0.11943878,0.12405874,0.6182157,0.121268645,0.068106
33x49,0.7280621,0.97064996,0.4827097,0.3657441,3.2355855,0.78898954,0.6504147,0.8557582,0.68788356,0.33951062,2.4990644,0.3542061,0.5309033
49x5,0.6859902,0.515399,0.60184246,0.69467574,2.87179,0.6279893,0.8833471,1.0206485,0.67143196,0.33139232,2.206479,0.49153575,0.5160064
29x29,0.45960316,0.4338323,0.61329865,0.5678039,1.5004514,0.35354394,0.24324283,0.89665854,0.3387,0.72635454,1.0364497,0.39877498,0.16087998
30x36,0.76386195,0.58246917,0.7381048,0.3053788,2.8462455,0.7511242,0.36461556,1.132278,0.6726773,0.5117559,2.7730892,0.35049385,0.31123725
26x35,1.473478,2.0962474,1.5096649,0.8148719,6.234331,1.4656825,0.8321383,1.8102682,1.2713054,0.8690937,4.270703,1.0389135,0.9589795
34x49,0.46332037,0.56255627,0.5033645,0.5233858,2.8821924,0.50545585,0.39189956,1.0884179,0.46510527,0.4264506,1.6251079,0.34632027,0.71997976
8x41,0.1763722,0.07862288,0.14882544,0.09446753,0.94231355,0.07763364,0.10077139,0.41069353,0.2182421,0.09577003,0.75418013,0.0806833,0.07838489
24x40,1.1122104,0.8504284,0.8291054,0.5193834,3.5937045,1.2034076,0.9005692,1.4706614,1.448379,0.5892049,2.824849,0.5112142,0.5350189
14x46,0.51831985,0.15028149,0.2770005,0.11453286,1.2203957,0.15577722,0.20160373,0.3502021,0.15660606,0.15381293,0.84048706,0.10237875,0.28703216
8x45,1.1826372,0.7464348,0.97310007,0.59625506,4.3745894,0.61228645,0.9837844,1.2102956,0.897818,0.35583553,2.238552,0.5749765,1.0536834
38x8,0.7137997,0.18726176,0.23491074,0.16706681,1.1681288,0.27874097,0.1733501,0.38013655,0.3191837,0.15058872,0.50691444,0.18839875,0.1738929
37x36,2.439764,1.6219267,1.8867651,1.0256895,6.740914,1.370209,1.4699595,2.6099734,2.1892862,0.8473201,3.4985528,1.0522317,1.0849942
32x36,0.6148501,0.8343961,0.793757,0.4921675,2.8893964,0.3650032,0.6160321,1.0825468,1.1055497,0.41115984,2.24842,0.3308543,0.45701775
18x15,0.22672401,0.09871059,0.34539452,0.1487634,1.4210385,0.12751344,0.11087996,0.24195851,0.1533994,0.1028376,0.62844163,0.13154945,0.22537042
34x8,0.5707248,0.5260019,0.49837777,0.23297201,1.2442029,0.6429348,0.3092211,0.49618977,0.6056734,0.42042232,1.2960963,0.24947391,0.296583
18x45,0.4070108,0.29964337,0.63807386,0.166902,0.95667946,0.26342797,0.29359487,0.39985982,0.2944214,0.17188732,0.88390815,0.16427512,0.13196458
6x21,0.3663608,0.5666462,0.5064312,0.21759789,1.6025485,0.38340068,0.67593443,0.50964856,0.42557478,0.19502206,0.9038358,0.21099968,0.19969773
11x39,0.75455344,0.3679069,1.0194893,0.3464811,1.6204654,0.2123826,0.25328133,0.7272945,0.40306872,0.32178473,1.0634252,0.31215703,0.29170159
14x31,0.12932853,0.052474726,0.1903256,0.048895642,0.5676571,0.06186603,0.06464899,0.22923636,0.14313704,0.096871205,0.37626278,0.051168613,0.07105314
18x49,0.40485346,0.2957178,0.8517925,0.15811038,2.223824,0.3241132,0.23506282,0.7832077,0.4288868,0.20590669,1.2300671,0.17914708,0.20988472
6x33,0.15147421,0.10236712,0.16281034,0.1301734,0.9280333,0.16179706,0.16346997,0.31401157,0.31982574,0.05557712,0.44784692,0.08157303,0.07494192
28x28,0.48377454,0.40858346,0.6510154,0.16459146,1.5828348,0.24942271,0.27877468,0.3824842,0.48072582,0.22656852,0.8245164,0.17827736,0.33523867
24x45,0.025124593,0.012310712,0.014508511,0.012654518,0.21585888,0.04715374,0.011762351,0.08307624,0.03349865,0.01537181,0.08176198,0.021682737,0.18826053
30x39,0.17991625,0.33755887,0.27949956,0.13185984,1.2089183,0.19799949,0.3339567,0.35837302,0.27507797,0.11724196,0.40083453,0.14313386,0.09337853
18x36,0.95414656,0.52273357,1.0719787,0.59121364,3.7502174,0.50844043,0.9806551,0.9866774,0.87036604,0.4460565,2.0891697,0.49265596,0.42126206
39x9,0.1583904,0.07783267,0.08376703,0.053049847,0.9339362,0.096678406,0.057053976,0.24978533,0.11036496,0.059646305,0.6710356,0.062144067,0.037702974
18x50,0.77846664,0.17240576,0.35171798,0.11780926,1.5323,0.1405285,0.2077528,0.4495788,0.16385525,0.1358071,0.63704616,0.13623014,0.19884244
29x50,1.0315368,0.7955058,1.2620524,0.5769103,3.8035054,0.55118847,0.8751567,1.3587645,1.4419316,0.5776374,1.9060276,0.4842354,0.60095876
43x2,0.053991687,0.04449764,0.09286302,0.075198725,0.25261763,0.04232069,0.03363998,0.102228686,0.09573897,0.07257738,0.5503638,0.06597355,0.023402655
30x49,0.6112862,0.8003086,0.71848357,0.30113274,3.0553741,0.54510856,0.5361429,0.9200432,0.4684963,0.33918455,1.459002,0.238775,0.37545347
11x20,0.5388524,0.30641326,0.24153787,0.13807788,1.7452116,0.29199326,0.2713138,0.7291932,0.58196086,0.21160719,1.2564017,0.13681188,0.65160406
25x41,0.87386084,0.40301025,1.0359119,0.43360353,3.1121674,0.4448735,0.30352187,0.7792895,0.6235328,0.272205,1.25376,0.3042356,0.5849131
17x28,0.097277865,0.06975883,0.2780516,0.045572612,0.80419844,0.07107294,0.10678449,0.1763386,0.18666469,0.09245943,0.44580606,0.052858014,0.03354528
40x21,0.25830522,0.11858229,0.21356244,0.09064797,1.1036687,0.11349121,0.104987174,0.39607507,0.39747536,0.080130585,0.32680732,0.103976525,0.07715371
33x34,0.515921,0.70101976,0.95288956,0.24049109,3.4339204,0.2743886,0.19167538,0.72008586,0.5880792,0.280014,0.89472383,0.2179781,0.4966815
36x41,0.1710759,0.10511367,0.1138552,0.12051625,1.1126829,0.22965471,0.093090184,0.30981296,0.1450723,0.06479084,0.7012416,0.09433607,0.101770975
37x38,1.3423476,0.78896266,1.0020078,0.44228715,3.385498,0.57982355,0.6666895,0.9869137,0.989731,0.35383305,2.059247,0.57178533,0.3987544
23x32,2.697068,2.6026363,2.2959683,1.2201887,8.741834,1.6352848,2.009306,3.0185828,2.3635223,1.3438578,5.1211495,1.3228791,1.4687483
19x45,0.1145934,0.12312098,0.31804937,0.09074071,0.81346303,0.093756646,0.06409802,0.22872172,0.11387879,0.088525526,0.5011883,0.10495548,0.08720297
29x31,1.5720773,1.8787856,1.4062786,0.7372271,6.741301,1.3189862,0.9245524,1.6577451,1.6915025,0.6973504,2.6118212,0.68214464,0.55647933
15x49,0.26976955,0.17149553,0.6063207,0.09764117,1.4458166,0.23649941,0.1899036,0.3350751,0.2051105,0.16677478,0.48486125,0.09946841,0.1473192
36x34,1.592453,1.5567329,1.179692,0.72514045,3.8283732,1.5140989,1.1524082,1.7656652,1.1919404,0.7550434,2.3652916,0.68454725,0.55908144
16x34,0.9782545,1.7113216,1.3665148,0.59371156,4.588937,0.9963148,0.70518005,1.4089463,1.1635506,1.0657074,2.0385706,0.47633561,0.6242592
17x39,0.17013161,0.18731016,0.3930662,0.16428742,1.4391313,0.27861723,0.18356399,0.36373246,0.3440843,0.14021188,1.2891793,0.14412622,0.20799881
17x41,0.1653956,0.10678601,0.13633439,0.13506532,1.1085255,0.38727424,0.06031626,0.2544244,0.15700935,0.12348364,0.3491593,0.45189127,0.069993325
39x21,0.10994617,0.06941286,0.1286357,0.04952582,0.24479479,0.14238681,0.043397572,0.22981293,0.10655484,0.036990058,0.32382444,0.08699692,0.03651589
30x34,1.4891527,0.67183506,1.1144134,0.52290535,4.87053,0.7851565,0.40100718,1.2818707,0.69752437,0.7130948,2.0882783,0.6475537,0.48372713
47x41,0.06296248,0.025259037,0.037640896,0.04571321,0.3534211,0.035366416,0.035252273,0.13214083,0.07683509,0.068212114,0.24205686,0.043680143,0.021370927
28x21,0.09541008,0.0593704,0.11807553,0.07322661,0.44353977,0.07040295,0.18244226,0.25630242,0.3045348,0.18472224,0.6265008,0.07421521,0.12800702
19x26,0.03307929,0.025466366,0.01924694,0.015101351,0.29565445,0.03815576,0.023047403,0.061985385,0.11713592,0.01350541,0.25171205,0.017711515,0.00630845
16x36,2.0722044,1.1899793,1.7816625,0.95169383,6.764008,1.0751281,1.268052,2.0753586,1.5188384,1.1968559,3.937891,0.93494725,1.0550495
41x22,0.033455446,0.041949153,0.038391173,0.027344393,0.19869074,0.0339143,0.048742596,0.099251755,0.13062994,0.020952981,0.23928563,0.023598973,0.08364096
28x32,1.730436,2.1547058,2.3177252,0.7181734,6.322296,1.3584721,1.1677787,1.8730345,1.4384395,0.72815794,2.8488066,0.6541203,1.143884
36x39,1.0405844,0.6828399,1.2696066,0.56507975,4.116962,1.1039635,0.7090193,2.1543071,1.1397692,0.76745903,2.3476157,0.568662,0.6663979
44x37,0.04469337,0.14999998,0.10504749,0.037486468,0.45973718,0.035558663,0.07047883,0.09795822,0.06881722,0.026525354,0.11905123,0.04516896,0.016924491
32x49,0.44114372,0.68206894,0.72806424,0.43894354,2.8048394,0.42287537,0.27606463,0.9512566,0.6042042,0.32916945,1.5023923,0.33186847,0.4928605
11x47,0.042713113,0.027858436,0.14331363,0.032679424,0.37329766,0.032051377,0.025868108,0.10876724,0.09158514,0.02161833,0.15667567,0.03241765,0.024712825
25x35,1.3646092,1.0747659,1.8734676,0.5386207,4.760083,0.7795883,0.86676997,1.3641498,1.0127728,0.58966255,2.5250442,0.6172133,0.5993605
34x50,0.21604991,0.11913326,0.17510073,0.065713964,0.51148653,0.25270987,0.11896306,0.21465382,0.10348253,0.054716647,0.38188925,0.06740284,0.06642614
41x21,0.011238779,0.011011438,0.04155828,0.011080049,0.06757749,0.013929206,0.012433614,0.070204474,0.024899997,0.016415562,0.069425136,0.010089813,0.010629625
22x10,0.71714395,0.17938025,0.1679333,0.1490527,1.6682578,0.33034244,0.16326392,0.28463238,0.20102148,0.1517125,0.68015546,0.16021706,0.22186427
40x32,0.15841883,0.04568939,0.027847169,0.032639943,0.923719,0.03659551,0.042485263,0.1355873,0.072918005,0.023622077,0.14324749,0.041747335,0.024234368
40x6,0.056076843,0.08315811,0.04962069,0.14053398,0.44210726,0.0374055,0.03730039,0.16830425,0.103558764,0.032839756,0.15883918,0.053088427,0.05900421
5x25,0.18796055,0.35844085,0.41996014,0.1709076,1.021519,0.21880609,0.49943978,0.52847743,0.26417002,0.25350463,0.91801554,0.21181495,0.12571828
41x5,0.13278967,0.14785506,0.2380677,0.07602907,0.5146388,0.14859812,0.113117196,0.29360673,0.18514255,0.07464925,0.82007074,0.09898576,0.07279443
8x44,0.045082007,0.018738065,0.084895924,0.027860394,0.43099907,0.03738399,0.021599835,0.11962679,0.085995816,0.032854058,0.11430588,0.025160069,0.023223894
16x45,0.048334196,0.03605484,0.031116538,0.014376611,0.1282535,0.03550448,0.03203559,0.078298375,0.026595946,0.025966132,0.1414788,0.016388679,0.029446317
23x23,0.21769725,0.31561944,0.83131456,0.16484052,1.3914676,0.19459198,0.2287685,0.44384953,0.65129215,0.16586974,0.8760158,0.15527783,0.22551027
24x33,1.3796045,0.7170652,1.4959191,0.527785,4.7101517,0.72420335,1.092101,1.4883481,0.70087075,1.352446,3.2239602,0.4775639,0.7235347
10x47,0.2455684,0.41441065,0.4010108,0.14601026,2.1878924,0.27194136,0.20347479,0.4791015,0.4594099,0.17267618,1.3417649,0.16939634,0.2776648
5x33,0.2273005,0.2585493,0.26544914,0.11694425,1.703086,0.11612205,0.11855609,0.2853645,0.28504255,0.17698976,0.5247095,0.10859469,0.46011153
9x45,0.22750136,0.1306396,0.277213,0.13564163,1.4222555,0.11708434,0.13032883,0.44234073,0.18952377,0.07696591,0.5914991,0.15506205,0.10901106
34x19,0.06250655,0.02473161,0.22967607,0.04427031,0.39747837,0.11039257,0.040498283,0.14476319,0.14985655,0.1597116,0.4348655,0.045306634,0.084991835
39x22,0.004696742,0.004622297,0.008235659,0.005575803,0.042679213,0.006991871,0.0045292573,0.031063015,0.010657991,0.009580737,0.040790573,0.0046336916,0.0029861785
4x20,0.41558158,0.52229095,0.1838093,0.12977755,1.9648165,0.31755435,0.2721339,0.4463613,0.27650782,0.21275254,1.4711295,0.12992167,0.50082624
35x30,0.74753666,0.30476034,0.28977838,0.27779064,1.9459012,0.5199908,0.3390201,0.7212232,0.31607515,0.2694088,1.1402566,0.25824445,0.5607972
27x43,1.5842708,1.4232975,1.7431521,0.58462685,4.315603,0.82599115,0.74889326,1.5628195,1.184201,0.69517684,2.4987676,0.5799774,0.5173874
27x41,0.7628322,0.6211962,0.7011485,0.36786547,2.9146473,0.5731572,1.2660065,0.867606,0.604514,0.45551327,2.3259065,0.35832927,1.0057442
1x25,1.2918241,1.0949132,1.1452612,0.4312009,3.0025535,0.86441225,0.6496607,1.023118,0.73973006,0.49165,2.0366886,0.4979764,0.32788718
29x39,1.3340629,0.5878314,0.6123165,0.46266708,3.3154867,0.8663102,0.71436167,1.306342,1.2618902,0.44446382,1.7370459,0.3811402,0.35795042
31x49,0.5928627,0.48007196,0.92193013,0.4754675,2.271697,0.5384953,0.5828701,0.7640097,0.7426967,0.3526506,1.3861676,0.5178283,0.28273493
38x18,0.087885186,0.03879296,0.07877929,0.024443373,0.48318538,0.03266589,0.023944274,0.07944671,0.11179687,0.02349657,0.13472347,0.022309955,0.014291066
50x13,0.10232912,0.2030646,0.055914026,0.062216878,0.49839467,0.09580885,0.117194764,0.21210825,0.15579863,0.08476824,0.4717823,0.0897484,0.056552943
41x8,0.24309543,0.054737475,0.18661855,0.050706554,0.8660089,0.07361443,0.066293746,0.1804247,0.10870186,0.0754906,0.38124153,0.05024319,0.13952872
17x13,0.7633448,0.4379557,0.42021266,0.2497049,1.9581716,0.61260283,0.446011,0.77575564,0.57154995,0.2751161,2.1742694,0.26182348,0.30740854
5x21,1.8417374,0.8324945,1.0808767,0.5810369,3.739551,0.5702178,0.82086116,0.9190254,0.76389945,0.5981923,2.827051,0.44964498,0.36486664
35x25,0.16111602,0.13178386,0.2985038,0.11425797,1.0158305,0.10737377,0.4358307,0.33188272,1.1249765,0.13539094,0.5225215,0.1012801,0.10941085
35x7,0.10569727,0.029085882,0.053610835,0.033612266,0.48544788,0.10854597,0.0880503,0.15644269,0.13890836,0.03494861,0.2378202,0.028389795,0.08143938
42x15,0.061855417,0.22659898,0.060104143,0.11104348,0.3490979,0.043318227,0.07418504,0.13160981,0.2599335,0.0488454,0.38636887,0.052399565,0.02637514
29x43,0.31260344,0.30380166,0.18932684,0.12225154,1.5181379,0.11941539,0.13261262,0.32384545,0.23714069,0.22763556,0.4297156,0.15984027,0.05464583
49x2,0.23879245,0.3901847,0.46741292,0.1614965,1.3018512,0.1883007,0.40189004,0.572848,0.45232078,0.22213076,1.3532584,0.16545646,0.10357514
1x36,0.71982294,0.8965013,1.2348058,0.6000934,3.379294,0.6413465,0.67584807,1.3868781,1.3117684,0.60478157,2.4847305,0.5571181,0.8145143
6x34,0.017538434,0.010942035,0.017432436,0.009502423,0.08167564,0.01476519,0.011191432,0.042763647,0.018896626,0.012208522,0.08273951,0.010774837,0.00790536
15x14,0.22895758,0.06263251,0.049310397,0.038313817,0.22526973,0.116338074,0.045062922,0.12516107,0.10667229,0.03927728,0.27633068,0.03292206,0.05783349
38x40,0.37634963,0.3119995,0.73849255,0.24112014,1.3692316,0.17690417,0.39255598,0.39576575,0.43810645,0.20786041,1.314543,0.17540658,0.15179044
48x1,0.5425151,0.69266874,0.53681105,0.5880949,1.6789004,0.4129812,0.3338329,0.7441413,0.57083094,0.26880231,1.9890741,0.33530822,0.4620501
23x38,0.6631991,0.6374556,0.8460734,0.400494,2.4258983,0.37709644,0.4057183,1.1757354,0.47691333,0.3067922,1.8173007,0.55481285,0.6056539
1x40,1.1459987,0.9124925,1.416928,1.0212697,3.7227018,0.61791927,0.56309515,1.486756,1.4302636,0.89767647,2.3624225,0.7575791,0.74591786
23x40,1.209894,0.76545584,1.0029151,0.60184246,4.181533,1.1133617,1.1369022,1.6773267,0.9893003,0.6394198,2.7206156,0.43430105,0.83382934
23x41,0.66469955,0.7834553,0.34467053,0.22439834,3.254301,0.34997478,0.3528043,0.72891176,0.7499509,0.2936802,1.4216869,0.25072157,0.36870968
35x36,0.8837364,0.95459294,0.91258967,0.52354264,3.5599098,0.51493794,0.89554006,1.3804508,1.2393311,0.42053643,2.698369,0.46336606,0.7114805
42x38,0.14902398,0.073232956,0.09219946,0.08879716,0.9805158,0.12631641,0.09366019,0.37189192,0.17070737,0.12030665,0.5149671,0.18589209,0.2427216
29x15,0.13267161,0.24685639,0.20896679,0.12412444,0.825879,0.18215092,0.28673217,0.40717468,0.33033642,0.135463,0.6301951,0.13036664,0.13661458
12x39,0.27020934,0.30562004,0.9434126,0.28924334,2.3250606,0.5375707,0.4377299,0.85421365,0.71434695,0.26698235,1.3221751,0.30844885,0.53064436
13x28,0.009687237,0.0074785305,0.04888333,0.008825937,0.23945914,0.015895665,0.009449504,0.045076657,0.020940516,0.022390537,0.08643535,0.008652235,0.009004963
45x20,0.010876747,0.010071872,0.0079514785,0.009925791,0.13599196,0.07721207,0.01062347,0.037748434,0.030031286,0.6837105,0.06381683,0.020085119,0.0049917777
47x3,0.29193076,0.3826482,0.15703386,0.1416936,1.2201496,0.22885393,0.26230773,0.46719566,0.37461007,0.14710149,0.6422148,0.1316047,0.3955494
