gene,detected_spots
FAM111B,1
FAM111A,168
DTX4,156
OSBP,31
PATL1,2
OR10V1,0
STX3,6
MRPL16,91
MS4A4A,1
MS4A7,3
MS4A14,0
MS4A1,3
MS4A8,1
CCDC86,29
ZP1,134
PRPF19,45
TMEM109,5
TMEM132A,28
SLC15A3,7
VPS37C,1
PGA3,1
PGA5,1
VWCE,2
DDB1,189
DAK,6
CYB561A3,82
TMEM138,54
TMEM216,4
CPSF7,101
SDHAF2,12
PPP1R32,14
LRRC10B,22
SYT7,24
RP11.794G24.1,1
DAGLA,6
RP11.467L20.10,1
MYRF,3
TMEM258,258
FEN1,26
FADS1,866
FADS2,918
FADS3,27
FTH1,222
AP003733.1,1
SCGB1D2,84
SCGB2A2,325
RP11.703H8.7,0
AHNAK,211
EEF1G,48
TUT1,45
MTA2,5
EML3,226
ROM1,1
B3GAT3,164
GANAB,41
INTS5,8
METTL12,203
C11orf48,12
C11orf83,102
UBXN1,20
BSCL2,1
GNG3,15
HNRNPUL2,136
TTC9C,4
ZBTB3,2
POLR2G,106
RP11.727F15.12,1
TAF6L,1
TMEM179B,87
TMEM223,55
NXF1,238
STX5,5
RP11.727F15.13,19
WDR74,77
SNHG1,29
SLC3A2,70
CHRM1,6
SLC22A8,1
HRASLS5,1
RARRES3,61
HRASLS2,1
PLA2G16,107
ATL3,40
RTN3,124
C11orf95,8
C11orf84,3
MARK2,24
RCOR2,1
NAA40,65
COX8A,426
AP000721.4,3
OTUB1,120
MACROD1,61
STIP1,40
TRPT1,8
NUDT22,56
DNAJC4,10
VEGFB,86
FKBP2,148
PPP1R14B,123
PLCB3,44
BAD,5
GPR137,15
RP11.783K16.10,4
TEX40,20
ESRRA,121
TRMT112,78
PRDX5,99
CCDC88B,64
RPS6KA4,24
NRXN2,37
RASGRP2,64
PYGM,5
SF1,346
RP11.869B15.1,36
MAP4K2,4
MEN1,16
CDC42BPG,40
EHD1,123
ATG2A,159
PPP2R5B,16
BATF2,89
ARL2,50
SNX15,10
SAC3D1,10
NAALADL1,1
CDCA5,5
ZFPL1,12
AP003068.9,2
VPS51,188
TM7SF2,239
ZNHIT2,11
FAU,363
MRPL49,100
SYVN1,40
CAPN1,70
POLA2,2
DPF2,1
SLC25A45,85
FRMD8,21
NEAT1,1083
AP000769.1,17
MALAT1,467
SCYL1,94
LTBP3,86
SSSCA1,52
FAM89B,68
AP001362.1,1
EHBP1L1,32
KCNK7,6
MAP3K11,122
SIPA1,12
RELA,148
KAT5,1
RNASEH2C,10
AP5B1,24
SNX32,6
CFL1,216
MUS81,56
FIBP,9
CCDC85B,64
C11orf68,5
DRAP1,63
SART1,22
EIF1AD,10
BANF1,6
CST6,177
GAL3ST3,1
SF3B2,14
PACS1,1
KLC2,7
RAB1B,104
CNIH2,42
YIF1A,95
TMEM151A,2
CD248,3
RIN1,94
RP11.867G23.12,0
BRMS1,83
B3GNT1,40
RP11.867G23.8,3
SLC29A2,3
MRPL11,63
CTD.3074O7.5,2
PELI3,18
DPP3,46
BBS1,16
ZDHHC24,40
CTSF,23
CCS,73
RBM14,155
RP11.658F2.8,24
RBM4B,5
SPTBN2,97
C11orf80,6
RCE1,20
PC,113
LRFN4,30
SYT12,12
RHOD,4
KDM2A,123
ADRBK1,56
ANKRD13D,138
SSH3,70
POLD4,57
CLCF1,1
RAD9A,173
PPP1CA,209
CARNS1,10
RPS6KB2,108
CORO1B,2
CTC.1337H24.1,14
TMEM134,185
PITPNM1,33
CDK2AP2,8
GSTP1,130
NDUFV1,436
NUDT8,15
ACY3,0
ALDH3B2,472
UNC93B1,120
ALDH3B1,5
NDUFS8,101
TCIRG1,73
RP11.802E16.3,16
CHKA,14
SUV420H1,24
LRP5,19
PPP6R3,20
GAL,506
CPT1A,87
MRPL21,4
IGHMBP2,7
TPCN2,10
MYEOV,95
RP11.211G23.2,41
CCND1,90
ORAOV1,25
ANO1,6
FADD,4
PPFIA1,112
CTTN,284
SHANK2,9
DHCR7,404
RP11.660L16.2,97
NADSYN1,153
KRTAP5.8,4
FAM86C1,2
RNF121,24
IL18BP,10
NUMA1,127
LAMTOR1,54
LRTOMT,84
ANAPC15,53
FOLR2,2
INPPL1,171
PDE2A,27
ARAP1,22
STARD10,22
ATG16L2,92
P2RY2,7
P2RY6,1
ARHGEF17,29
RELT,4
FAM168A,22
PLEKHB1,12
RAB6A,81
MRPL48,8
COA4,4
PAAF1,26
DNAJB13,3
UCP2,1
C2CD3,3
PPME1,17
PGM2L1,10
KCNE3,0
POLD3,32
RNF169,83
XRRA1,1
SPCS2,23
SLCO2B1,63
CTD.2562J17.4,2
TPBGL,4
ARRB1,10
RPS3,518
KLHL35,1
GDPD5,25
SERPINH1,60
MAP6,12
MOGAT2,143
DGAT2,759
RP11.535A19.1,1
RP11.263C24.1,1
UVRAG,42
PRKRIR,2
RP11.111M22.2,7
C11orf30,61
LRRC32,4
RP11.21L23.3,1
TSKU,169
RP11.21L23.2,52
ACER3,93
B3GNT6,1
MYO7A,36
PAK1,40
CLNS1A,8
RSF1.IT1,2
RSF1,37
AAMDC,5
INTS4,3
THRSP,601
NDUFC2,127
ALG8,10
KCTD21,1
KCTD21.AS1,3
USP35,3
GAB2,20
RP11.452H21.4,7
NARS2,6
TENM4,9
RP11.179A16.1,1
FAM181B,16
PRCP,6
C11orf82,16
RAB30,1
RAB30.AS1,2
PCF11,55
RP11.727A23.11,20
ANKRD42,35
CCDC90B,12
DLG2,86
RP11.160H12.2,2
TMEM126B,19
TMEM126A,2
CREBZF,41
CCDC89,2
SYTL2,2
PICALM,106
EED,13
C11orf73,87
ME3,192
RP11.736K20.5,1
PRSS23,35
FZD4,6
TMEM135,49
RAB38,36
CTSC,29
GRM5.AS1,2
GRM5,5
RNU6.16P,1
TRIM64B,1
TRIM49D1,4
NAALAD2,2
CHORDC1,7
DISC1FP1,1
RP11.699F16.2,1
FAT3,3
SLC36A4,43
SMCO4,92
KIAA1731,33
TAF1D,36
PANX1,7
GPR83,3
MRE11A,0
ANKRD49,5
FUT4,1
PIWIL4,6
AMOTL1,24
CWC15,10
KDM4D,1
ENDOD1,111
SESN3,57
FAM76B,26
CEP57,35
MTMR2,18
MAML2,49
CCDC82,17
JRKL,35
ARHGAP42,1
PGR,2
KIAA1377,1
C11orf70,0
YAP1,115
BIRC3,15
BIRC2,27
TMEM123,81
MMP7,1
MMP8,1
MMP10,1
MMP12,1
RP11.690D19.3,0
DCUN1D5,18
DYNC2H1,1
PDGFD,3
DDI1,4
CASP4,19
CARD16,2
CARD18,28
GRIA4,14
MSANTD4,2
KBTBD3,2
AASDHPPT,11
GUCY1A2,1
CWF19L2,2
ELMOD1,8
SLC35F2,18
CUL5,4
ACAT1,52
NPAT,10
AP001925.1,3
ATM,3
KDELC2,14
EXPH5,8
DDX10,13
C11orf87,1
ZC3H12C,20
RDX,61
FDX1,33
ARHGAP20,12
COLCA2,1
LAYN,1
SIK2,40
PPP2R1B,8
C11orf1,16
CRYAB,97
HSPB2,2
DIXDC1,7
DLAT,83
C11orf57,15
TIMM8B,128
SDHD,55
IL18,27
BCO2,34
PTS,80
RP11.356J5.12,1
NCAM1,16
RP11.159N11.4,3
TTC12,2
ANKK1,9
TMPRSS5,33
USP28,62
ZBTB16,56
RP11.64D24.2,1
NNMT,80
RBM7,7
REXO2,38
CADM1,14
BUD13,0
ZNF259,105
SIK3.IT1,1
SIK3,40
AP000936.2,1
PAFAH1B2,22
SIDT2,23
TAGLN,102
PCSK7,67
RNF214,9
BACE1,104
CEP164,72
FXYD6,42
TMPRSS13,50
IL10RA,6
SCN2B,14
AMICA1,19
MPZL3,4
MPZL2,55
UBE4A,39
ATP5L,195
KMT2A,30
RP11.770J1.3,1
TTC36,4
TMEM25,6
IFT46,64
ARCN1,19
PHLDB1,56
DDX6,5
BCL9L,45
RP11.158I9.7,3
RP11.110I1.12,1
CCDC84,26
RPS25,425
TRAPPC4,64
SLC37A4,71
HYOU1,21
VPS11,19
HMBS,2
H2AFX,55
DPAGT1,19
C2CD2L,25
HINFP,117
ABCG4,1
NLRX1,84
CBL,5
MCAM,61
RNF26,5
USP2,71
THY1,84
RP11.196E1.3,2
PVRL1,27
TRIM29,343
OAF,55
POU2F3,1
ARHGEF12,109
GRIK4,3
TBCEL,1
SC5D,27
SORL1,9
RP11.166D19.1,8
UBASH3B,11
C11orf63,58
HSPA8,313
CLMP,129
GRAMD1B,10
SCN3B,22
ZNF202,96
VWA5A,58
TBRG1,19
SIAE,25
NRGN,144
VSIG2,100
ESAM,21
RP11.677M14.3,1
MSANTD2,50
ROBO3,36
ROBO4,5
HEPACAM,2
TMEM218,2
RP11.687M24.8,1
PKNOX2,6
FEZ1,7
EI24,179
STT3A,79
CHEK1,1
ACRV1,1
PUS3,53
DDX25,3
CDON,2
RP11.673E11.2,1
RPUSD4,37
FAM118B,3
SRPR,79
FOXRED1,13
DCPS,14
ST3GAL4,11
KIRREL3,5
ETS1,5
FLI1.AS1,3
FLI1,0
TP53AIP1,1
ARHGAP32,56
BARX2,1
TMEM45B,5
NFRKB,1
PRDM10,40
APLP2,164
ST14,40
ZBTB44,96
RP11.121M22.1,2
ADAMTS8,1
ADAMTS15,28
RP11.890B15.3,4
SNX19,7
NTM,4
OPCML,9
IGSF9B,1
JAM3,3
NCAPD3,12
VPS26B,65
THYN1,76
ACAD8,43
GLB1L2,9
B3GAT1,26
RP11.627G23.1,1
IQSEC3,1
RP11.283I3.6,45
KDM5A,22
CCDC77,15
B4GALNT3,2
RP11.218M22.1,12
WNK1,196
RAD52,3
ERC1,5
ADIPOR2,186
CACNA2D4,10
LRTM2,3
DCP1B,1
CACNA1C.AS4,2
CACNA1C.AS1,1
CACNA1C,3
FKBP4,160
NRIP2,0
ITFG2,70
FOXM1,2
RHNO1,6
TEAD4,1
TSPAN9,7
PRMT8,5
EFCAB4B,8
PARP11,1
RP11.264F23.3,2
CCND2,87
C12orf4,3
DYRK4,2
NDUFA9,175
GALNT8,1
KCNA1,2
RP11.429A20.4,1
ANO2,3
VWF,37
CD9,114
PLEKHG6,23
TNFRSF1A,113
SCNN1A,5
LTBR,38
CD27.AS1,43
TAPBPL,38
VAMP1,1
MRPL51,74
NCAPD2,4
GAPDH,578
RP5.940J5.9,13
IFFO1,6
NOP2,16
CHD4,78
LPAR5,3
ING4,26
ZNF384,75
PIANP,12
COPS7A,40
MLF2,131
PTMS,40
CD4,3
GPR162,121
GNB3,0
USP5,6
TPI1,434
LRRC23,2
ENO2,91
ATN1,73
C12orf57,129
PTPN6,8
U47924.27,42
PHB2,333
EMG1,7
LPCAT3,149
C1S,63
C1R,84
C1RL,14
CLSTN3,168
PEX5,28
CD163,1
SLC2A14,59
SLC2A3,2
FOXJ2,1
NECAP1,53
LINC00937,2
MFAP5,1
RIMKLB,40
A2ML1,3
PHC1,29
M6PR,24
KLRG1,1
A2M.AS1,12
A2M,285
RP11.705C15.3,1
GABARAPL1,157
RP11.277P12.20,41
MAGOHB,51
STYK1,3
YBX3,37
PRR4,91
PRB3,2
PRB1,1
PRB2,1
RP11.434C1.1,1
ETV6,29
BCL2L14,1
LRP6,2
RNU6.1295P,2
MANSC1,13
LOH12CR1,30
DUSP16,9
CREBL2,34
RP11.180M15.3,1
CDKN1B,17
RP11.180M15.4,2
APOLD1,24
GPRC5A,23
HEBP1,7
KIAA1467,38
EMP1,13
GRIN2B,6
ATF7IP,48
PLBD1,2
H2AFJ,173
WBP11,20
C12orf60,37
MGP,7
ARHGDIB,2
PTPRO,14
EPS8,7
STRAP,101
MGST1,469
LMO3,9
RERGL,10
PIK3C2G,96
CAPZA3,1
RP11.282K24.3,1
PLEKHA5,8
AEBP2,38
SLCO1C1,0
PYROXD1,4
RECQL,12
GOLT1B,32
C12orf39,1
LDHB,25
CMAS,45
ST8SIA1,2
C2CD5,40
ETNK1,7
SOX5,0
BCAT1,5
LRMP,6
LYRM5,8
KRAS,46
BHLHE41,7
SSPN,7
ITPR2,16
ASUN,1
FGFR1OP2,2
TM7SF3,4
MED21,2
STK38L,20
PPFIBP1,52
MRPS35,47
RP11.860B13.3,1
KLHL42,15
CCDC91,15
RP11.996F15.2,2
FAR2,260
ERGIC2,90
TMTC1,12
IPO8,43
CAPRIN2,57
RP11.77I22.2,1
DDX11,51
FAM60A,6
DENND5B,8
AMN1,2
H3F3C,6
KIAA1551,56
BICD1,3
FGD4,17
DNM1L,25
YARS2,5
PKP2,2
X5S_rRNA,3
RNA5SP358,2
CPNE8,16
KIF21A,40
AC121336.1,1
C12orf40,2
SLC2A13,0
MUC19,3
CNTN1,22
GXYLT1,4
YAF2,3
RN7SL10P,0
ZCRB1,11
PPHLN1,39
PRICKLE1,1
RP11.350F4.2,2
PUS7L,1
IRAK4,15
TWF1,46
NELL2,28
ANO6,42
ARID2,11
SCAF11,60
SLC38A1,15
SLC38A2,74
SNORA64,1
RPAP3,3
ENDOU,141
RP1.197B17.3,49
RAPGEF3,58
SLC48A1,77
HDAC7,164
VDR,74
TMEM106C,64
SENP1,2
RNU6.1203P,2
PFKM,14
ASB8,10
C12orf68,1
ZNF641,62
C12orf54,3
KANSL2,22
CCNT1,18
ADCY6,21
CACNB3,130
DDX23,15
RND1,3
FKBP11,6
RP11.302B13.5,1
ARF3,106
WNT10B,42
DDN,29
PRKAG1,73
RP11.386G11.5,2
KMT2D,7
LMBR1L,69
TUBA1B,85
RP11.386G11.10,1
TUBA1A,79
TUBA1C,132
RP11.161H23.5,1
PRPH,1
TROAP,63
SPATS2,6
KCNH3,19
MCRS1,64
PRPF40B,147
FMNL3,13
TMBIM6,345
NCKAP5L,41
FAIM2,34
AQP5,134
AQP6,13
RACGAP1,41
ASIC1,9
SMARCD1,32
GPD1,287
COX14,161
CERS5,145
RP3.405J10.3,15
LIMA1,60
LARP4,27
RNU6.238P,1
DIP2B,37
ATF1,5
METTL7A,221
SLC11A2,10
LETMD1,34
CSRNP2,49
TFCP2,8
POU6F1,23
DAZAP2,212
SMAGP,172
BIN2,12
GALNT6,70
SLC4A8,1
SCN8A,38
RP11.923I11.5,3
ACVRL1,61
ACVR1B,17
GRASP,49
NR4A1,37
C12orf44,13
RP11.1100L3.7,1
KRT80,30
LINC00592,3
KRT7,232
KRT75,4
KRT6B,252
KRT6C,1
KRT6A,120
KRT5,397
KRT71,2
KRT74,8
KRT2,99
KRT1,238
KRT77,150
KRT4,257
KRT79,720
KRT78,4
KRT8,49
KRT18,45
EIF4B,124
RP11.983P16.4,16
TENC1,108
SPRYD3,29
IGFBP6,11
CSAD,97
ZNF740,52
ITGB7,4
RARG,58
MFSD5,105
ESPL1,1
PFDN5,355
C12orf10,47
AAAS,86
SP1,39
PRR13,171
PCBP2,149
MAP3K12,79
RP11.793H13.11,4
TARBP2,149
ATF7,19
ATP5G2,251
CALCOCO1,9
RN7SKP289,1
HOXC.AS5,0
HOTAIR,10
HOXC10,1
HOXC4,2
RP11.834C11.4,23
RP11.834C11.8,8
SMUG1,50
CBX5,86
HNRNPA1,139
COPZ1,117
ZNF385A,15
ITGA5,17
RP11.753H16.3,2
NCKAP1L,22
PDE1B,28
PPP1R1A,2
DCD,632
MUCL1,220
METTL7B,4
ITGA7,134
BLOC1S1,61
CD63,152
GDF11,3
SARNP,4
ORMDL2,16
DNAJC14,46
MMP19,5
WIBG,97
DGKA,280
CDK2,20
RAB5B,60
SUOX,155
IKZF4,12
RPS26,177
ERBB3,144
PA2G4,27
RPL41,718
ZC3H10,0
ESYT1,65
MYL6B,59
MYL6,559
RP11.977G19.5,19
SMARCC2,102
RNF41,9
NABP2,52
SLC39A5,2
ANKRD52,90
COQ10A,25
CS,243
RP11.977G19.12,3
CNPY2,16
PAN2,75
STAT2,470
RNU7.40P,2
TIMELESS,17
MIP,1
SPRYD4,25
GLS2,46
RBMS2,29
BAZ2A,123
ATP5B,488
PTGES3,81
NACA,248
HSD17B6,2
MYO1A,1
TMEM194A,3
NAB2,31
STAT6,266
LRP1,23
NXPH4,22
SHMT2,8
NDUFA4L2,3
STAC3,1
R3HDM2,58
GLI1,14
RN7SL312P,2
MARS,64
DDIT3,8
MBD6,78
DCTN2,148
KIF5A,53
PIP4K2C,4
DTX3,43
ARHGEF25,17
SLC26A10,114
B4GALNT1,9
OS9,124
RP11.571M6.8,19
AGAP2.AS1,1
AGAP2,7
TSPAN31,84
CDK4,10
MARCH9,59
METTL1,11
METTL21B,1
TSFM,36
AVIL,19
RP11.571M6.17,1
CTDSP2,74
RP11.620J15.3,1
LRIG3,7
SLC16A7,5
FAM19A2,10
USP15,63
MON2,73
PPM1H,1
DPY19L2,1
TMEM5,10
SRGAP1,2
C12orf66,28
XPOT,65
RASSF3,1
GNS,26
TBC1D30,6
RP11.766N7.3,1
WIF1,2
LEMD3,60
MSRB3,28
RP11.230G5.2,1
HMGA2,1
LLPH,6
TMBIM4,47
IRAK3,7
CAND1,101
DYRK2,6
RAP1B,85
NUP107,17
SLC35E3,62
MDM2,109
CPM,24
CPSF6,79
RP11.1143G9.4,1
FRS2,4
CCT2,9
RAB3IP,2
MYRFL,1
RP11.611E13.2,2
CNOT2,87
KCNMB4,9
PTPRB,11
PTPRR,1
TSPAN8,5
LGR5,1
ZFC3H1,67
THAP2,1
TMEM19,49
RAB21,13
TBC1D15,46
RP11.89M22.3,1
TRHDE.AS1,27
TRHDE,18
ATXN7L3B,36
KCNC2,22
CAPS2,49
GLIPR1L2,0
GLIPR1,1
KRR1,32
RP11.114H23.1,2
PHLDA1,6
NAP1L1,64
BBS10,17
OSBPL8,44
ZDHHC17,7
CSRP2,22
NAV3,2
SYT1,9
RN7SL696P,1
PAWR,23
PPP1R12A,20
OTOGL,5
PTPRQ,1
MYF5,1
LIN7A,5
ACSS3,25
PPFIA2,16
CCDC59,19
METTL25,6
RP11.263K4.3,2
SLC6A15,1
ALX1,2
NTS,1
C12orf29,12
CEP290,20
TMTC3,5
DUSP6,49
POC1B,10
ATP2B1,118
LINC00936,1
RP11.567C2.1,1
DCN,27
BTG1,88
RP11.796E2.4,1
PLEKHG7,0
EEA1,10
RP11.511B23.2,2
NUDT4,40
UBE2N,33
MRPL42,22
CRADD,2
PLXNC1,29
CCDC41,2
TMCC3,38
NDUFA12,13
NR2C1,2
FGD6,9
VEZT,11
METAP2,147
USP44,2
SNRPF,33
LTA4H,30
ELK3,8
CDK17,27
C12orf55,1
NEDD1,4
RMST,6
RNU6.36P,5
TMPO,22
SLC25A3,267
APAF1,1
ANKS1B,7
UHRF1BP1L,4
ACTR6,52
SCYL2,92
SLC5A8,2
UTP20,13
ARL1,29
MYBPC1,3
CHPT1,9
GNPTAB,21
CCDC53,7
IGF1,8
NT5DC3,69
RP11.650K20.2,1
HSP90B1,114
C12orf73,14
TDG,8
NFYB,40
EID3,10
TXNRD1,2
CHST11,2
C12orf45,3
KIAA1033,68
APPL2,40
C12orf75,14
NUAK1,5
CKAP4,24
TCP11L2,65
POLR3B,1
RFX4,5
RIC8B,3
C12orf23,14
MTERFD3,133
CRY1,88
BTBD11,8
PWP1,2
PRDM4,5
WSCD2,6
CMKLR1,24
RP11.13G14.4,0
FICD,2
SART3,6
ISCU,74
SELPLG,6
CORO1C,58
SSH1,33
DAO,4
RP11.423G4.7,4
SVOP,5
USP30.AS1,2
ALKBH2,1
UNG,14
ACACB,166
KCTD10,22
UBE3B,115
MMAB,218
MVK,202
FAM222A,1
TRPV4,1
GLTP,40
TCHP,2
GIT2,26
ANKRD13A,26
C12orf76,10
IFT81,1
ATP2A2,156
ANAPC7,164
ARPC3,104
GPN3,12
FAM216A,1
VPS29,115
PPTC7,5
TCTN1,61
HVCN1,76
PPP1CC,50
CUX2,84
FAM109A,1
SH2B3,8
ATXN2,28
BRAP,53
ACAD10,25
ALDH2,178
MAPKAPK5.AS1,0
MAPKAPK5,25
TMEM116,12
ERP29,102
NAA25,17
TRAFD1,71
HECTD4,124
RN7SKP71,2
RPL6,404
PTPN11,48
RPH3A,9
OAS1,222
OAS3,3
OAS2,3
RASAL1,48
DDX54,97
C12orf52,5
TPCN1,13
SLC8B1,52
PLBD2,1
SDS,3
RBM19,4
TBX3,118
RP11.116D17.3,0
MED13L,100
RP11.115H15.2,2
LINC00173,12
MAP1LC3B2,4
C12orf49,7
RNFT2,2
HRK,5
RP11.231I16.1,7
FBXW8,3
TESC,53
FBXO21,46
NOS1,15
KSR2,7
RFC5,105
WSB2,62
VSIG10,11
PEBP1,406
TAOK3,9
SUDS3,6
RP11.357K6.1,4
SRRM4,2
HSPB8,6
PRKAB1,13
CIT,24
CCDC64,41
RAB35,53
GCN1L1,154
RPLP0,577
PXN,6
RNU4.2,10
MSI1,1
COX6A1,462
TRIAP1,18
GATC,4
SRSF9,59
DYNLL1,69
COQ5,52
RNF10,83
POP5,41
CABP1,12
RP11.173P15.3,1
MLEC,59
UNC119B,2
ACADS,82
SPPL3,64
RP11.216P16.2,2
C12orf43,2
OASL,2
P2RX7,0
RP11.340F14.5,2
P2RX4,6
CAMKK2,30
ANAPC5,142
RNF34,6
KDM2B,4
ORAI1,3
TMEM120B,34
RHOF,2
AC084018.1,2
SETD1B,12
HPD,1
PSMD9,11
WDR66,10
BCL7A,10
MLXIP,24
B3GNT4,10
DIABLO,63
VPS33A,6
CLIP1,82
ZCCHC8,5
RSRC2,80
DENR,62
HIP1R,91
VPS37B,21
OGFOD2,7
RP11.197N18.2,3
ARL6IP4,71
PITPNM2,29
MPHOSPH9,40
C12orf65,29
RP11.282O18.3,2
SBNO1,58
hsa.mir.8072,1
SETD8,9
SNRNP35,83
RILPL1,4
TMED2,49
DDX55,59
EIF2B1,55
GTF2H3,17
ATP6V0A2,2
RP11.380L11.4,0
CCDC92,47
ZNF664,6
NCOR2,24
SCARB1,59
UBC,357
DHX37,41
BRI3BP,261
AACS,524
TMEM132B,3
RP11.983C2.2,1
AC079949.1,19
TMEM132C,3
SLC15A4,101
GLT1D1,59
TMEM132D,327
FZD10,1
RIMBP2,40
STX2,6
RAN,154
GPR133,9
RP11.638F5.1,0
RP11.495K9.3,3
SFSWAP,60
MMP17,13
ULK1,118
PUS1,69
EP400,40
EP400NL,7
DDX51,93
NOC4L,33
GALNT9,6
RP13.895J2.7,10
FBRSL1,39
LRCOL1,1
P2RX2,9
POLE,47
PXMP2,154
PGAM5,59
ANKLE2,36
GOLGA3,65
CHFR,50
ZNF605,26
ZNF84,7
ZNF140,17
ZNF10,68
ZNF268,7
RNU6.717P,2
LINC00349,0
MPHOSPH8,47
PSPC1,44
ZMYM5,42
ZMYM2,20
GJB2,51
GJB6,37
CRYL1,9
IFT88,19
IL17D,5
N6AMT2,11
XPO4,2
LATS2,4
SAP18,98
MRP63,104
ZDHHC20,2
MICU2,9
FGF9,16
RP11.363G2.4,2
LINC00621,1
SACS,13
TNFRSF19,49
MIPEP,15
C1QTNF9B,3
C1QTNF9B.AS1,1
SPATA13,3
PARP4,58
CENPJ,2
PABPC3,9
AMER2,3
MTMR6,10
NUPL1,49
ATP8A2,3
RNF6,43
CDK8,21
WASF3,6
GPR12,15
USP12,2
RPL21,460
GTF3A,90
MTIF3,56
POLR1D,180
ATP5EP2,57
PAN3,28
FLT1,8
POMP,90
SLC46A3,70
SLC7A1,10
UBL3,15
KATNAL1,4
HMGB1,126
USPL1,76
ALOX5AP,0
HSPH1,36
B3GALTL,4
FRY,1
BRCA2,1
SNORA16,1
N4BP2L1,42
N4BP2L2,197
PDS5B,11
KL,16
STARD13.IT1,1
STARD13,4
RP11.141M1.3,0
RFC3,1
NBEA,17
DCLK1,14
SOHLH2,2
SPG20,34
SERTM1,7
SMAD9,1
ALG5,133
EXOSC8,6
SUPT20H,29
CSNK1A1L,1
POSTN,32
UFM1,36
PROSER1,29
NHLRC3,19
LHFP,23
COG6,4
AL133318.1,0
FOXO1,1
MRPS31,24
ELF1,43
WBP4,29
KBTBD6,10
KBTBD7,1
MTRF1,6
NAA16,5
RGCC,6
VWA8,61
DGKH,166
AKAP11,17
EPSTI1,5
DNAJC15,48
ENOX1,2
LACC1,19
SERP2,1
TSC22D1,86
NUFIP1,2
GPALPP1,34
KCTD4,4
GTF2F2,14
TPT1,578
RP11.290D2.6,1
TPT1.AS1,114
SLC25A30.AS1,1
COG3,12
FAM194B,0
ZC3H13,11
CPB2.AS1,1
LCP1,11
KIAA0226L,2
RP11.189B4.6,3
LRCH1,2
ESD,32
HTR2A,1
SUCLA2,10
NUDT15,3
MED4,27
ITM2B,436
LPAR6,28
RB1,14
RCBTB2,1
CYSLTR2,2
FNDC3A,42
CDADC1,3
SETDB2,61
PHF11,15
RCBTB1,1
EBPL,33
KPNA3,55
SPRYD7,21
TRIM13,66
DLEU1,3
RNASEH2B,18
FAM124A,3
RP11.24B19.4,1
INTS6,12
WDFY2,41
DHRS12,19
ATP7B,2
ALG11,11
UTP14C,3
THSD1,4
VPS36,142
CKAP2,35
HNRNPA1L2,8
SUGT1,40
PCDH8,5
LINC00558,0
LINC00458,3
PCDH17,6
TDRD3,13
PCDH20,15
PCDH9,4
DACH1,29
MZT1,14
BORA,1
DIS3,36
PIBF1,1
KLF5,63
KLF12,7
LINC00347,6
TBC1D4,91
COMMD6,65
UCHL3,1
LMO7,5
KCTD12,64
CLN5,37
FBXL3,29
MYCBP2,118
SCEL,34
SLAIN1,7
RNF219.AS1,4
RNF219,5
RBM26,72
RBM26.AS1,1
NDFIP2,82
SPRY2,2
SLITRK1,1
LINC00351,0
SLITRK6,3
SLITRK5,5
MIR17HG,47
GPC6,22
DCT,9
TGDS,1
GPR180,13
SOX21,2
RNY4P27,2
CLDN10,2
DZIP1,10
DNAJC3,35
UGGT2,8
MBNL2,75
RAP2A,2
IPO5,90
FARP1,6
STK24,67
SLC15A1,321
DOCK9,73
DOCK9.AS2,1
RN7SKP9,1
GPR183,2
UBAC2,124
TM9SF2,77
CLYBL,7
ZIC5,2
PCCA,23
TMTC4,4
NALCN,3
FGF14,1
FGF14.IT1,70
TPP2,45
BIVM,67
EFNB2,45
ARGLU1,399
FAM155A,3
LIG4,6
ABHD13,10
MYO16,1
IRS2,29
COL4A1,20
COL4A2,52
CARKD,40
CARS2,90
ING1,2
ANKRD10,67
ARHGEF7,91
LINC00354,1
RP11.450H6.3,1
LINC01044,1
TUBGCP3,25
C13orf35,1
ATP11A,2
RP11.120K24.3,20
RP11.120K24.5,3
MCF2L,216
PCID2,17
CUL4A,49
LAMP1,363
GRTP1,65
ADPRHL1,3
DCUN1D2,83
TMCO3,2
TFDP1,62
ATP4B,2
GAS6.AS1,31
GAS6,124
RASA3,7
CDC16,217
UPF3A,6
CHAMP1,27
RP11.536C10.7,4
CTD.2311B13.5,0
POTEG,1
AL589743.1,1
CTD.2311B13.7,1
RP11.244H18.1,0
RP11.597A11.2,6
TTC5,16
CCNB1IP1,40
RPPH1,4
PARP2,31
TEP1,24
OSGEP,13
APEX1,5
TMEM55B,8
ANG,1
RNASE4,2
RNASE1,6
METTL17,11
NDRG2,281
ARHGEF40,101
ZNF219,66
LINC00641,5
HNRNPC,160
SUPT16H,68
CHD8,13
RAB2B,5
TOX4,23
METTL3,89
OR10G3,1
TRAV27,0
TRAC,30
DAD1,126
CTD.2555K7.4,0
ABHD4,5
OXA1L,169
MRPL52,55
MMP14,7
LRP10,86
RBM23,81
PRMT5,89
PRMT5.AS1,1
RP11.298I3.1,3
HAUS4,23
AJUBA,7
C14orf93,4
PSMB5,59
ACIN1,34
C14orf119,4
SLC7A8,1
HOMEZ,13
PPP1R3E,1
BCL2L2,5
PABPN1,89
SLC22A17,39
EFS,165
NGDN,67
ZFHX2,1
RP11.66N24.4,1
AP1G2,93
RP11.66N24.3,1
JPH4,19
DHRS2,26
DHRS4,67
DHRS4L2,146
LRRC16B,25
CPNE6,26
PCK2,162
